City,State,Pop,Size
Lebanon ,OH,"20,535",4
Hamtramck ,MI,"20,512",4
Cumberland ,MD,"20,495",4
Watertown ,SD,"20,488",4
Crest Hill ,IL,"20,451",4
Portsmouth ,NH,"20,443",4
New Hope ,MN,"20,428",4
Lexington ,NC,"20,407",4
Yucca Valley,CA,"20,375",4
Kenmore ,WA,"20,374",4
Mint Hill,NC,"20,369",4
Hays ,KS,"20,368",4
Farragut,TN,"20,350",4
Golden Valley ,MN,"20,344",4
Norwood ,OH,"20,341",4
Dinuba ,CA,"20,335",4
Easley ,SC,"20,325",4
Oakdale ,CA,"20,299",4
Portsmouth ,OH,"20,297",4
Saginaw ,TX,"20,295",4
Klamath Falls ,OR,"20,276",4
Sebastian ,FL,"20,265",4
Rock Springs ,WY,"20,200",4
Lino Lakes ,MN,"20,174",4
Lomita ,CA,"20,156",4
Point Pleasant,NJ,"20,139",4
Bensenville,IL,"20,138",4
Snellville ,GA,"20,112",4
Liberal ,KS,"20,074",4
Elizabeth City ,NC,"20,025",4
Balch Springs ,TX,"20,003",4
Brownsburg,IN,"19,994",4
Gallup ,NM,"19,979",4
College Park ,GA,"19,969",4
Sidney ,OH,"19,944",4
Maple Valley ,WA,"19,929",4
Mountlake Terrace ,WA,"19,912",4
El Dorado ,AR,"19,905",4
Brookings ,SD,"19,865",4
Clinton ,UT,"19,855",4
Lynbrook,NY,"19,852",4
Pleasant Prairie,WI,"19,847",4
Hammond ,LA,"19,803",4
Alice ,TX,"19,797",4
Albertville ,AL,"19,794",4
Miamisburg ,OH,"19,793",4
McDonough ,GA,"19,768",4
Parma Heights ,OH,"19,757",4
Glassboro,NJ,"19,751",4
Macomb ,IL,"19,736",4
Bethany ,OK,"19,729",4
Tinton Falls,NJ,"19,703",4
Ashtabula ,OH,"19,689",4
Fountain ,CO,"19,669",4
Shelbyville ,TN,"19,669",4
Deerfield,IL,"19,667",4
Pittsburg ,KS,"19,649",4
East Ridge ,TN,"19,642",4
Northfield ,MN,"19,633",4
Hialeah Gardens ,FL,"19,631",4
Germantown,WI,"19,594",4
Nogales ,AZ,"19,573",4
Cary,IL,"19,559",4
South St. Paul ,MN,"19,552",4
Stafford ,TX,"19,541",4
Terrell ,TX,"19,527",4
Eastlake ,OH,"19,520",4
Ennis ,TX,"19,506",4
Orange ,TX,"19,494",4
Murrysville,PA,"19,488",4
Christiansburg,VA,"19,477",4
Acworth ,GA,"19,476",4
Eagle ,ID,"19,471",4
Sulphur ,LA,"19,450",4
Crestview ,FL,"19,444",4
Ottawa ,IL,"19,419",4
Jacksonville ,IL,"19,415",4
Plattsburgh ,NY,"19,393",4
Palisades Park,NJ,"19,375",4
Evergreen Park,IL,"19,359",4
Hermosa Beach ,CA,"19,350",4
Thomasville ,GA,"19,286",4
Niles ,OH,"19,268",4
Morristown,NJ,"19,268",4
Mokena,IL,"19,236",4
Seymour ,IN,"19,223",4
Brook Park ,OH,"19,194",4
Chowchilla ,CA,"19,193",4
Sylvania ,OH,"19,185",4
Brownwood ,TX,"19,140",4
Louisville ,CO,"19,133",4
Eustis ,FL,"19,129",4
Mineola,NY,"19,108",4
Madisonville ,KY,"19,106",4
Daphne ,AL,"19,093",4
Farmington ,MN,"19,057",4
Haines City ,FL,"19,056",4
Wilsonville ,OR,"19,055",4
Patterson ,CA,"19,034",4
Warrensburg ,MO,"19,034",4
Bourbonnais,IL,"19,024",4
Fairmont ,WV,"19,024",4
Cartersville ,GA,"19,010",4
Seminole ,FL,"19,002",4
Decatur ,GA,"18,986",4
Trussville ,AL,"18,985",4
Port Angeles ,WA,"18,982",4
Indian Trail,NC,"18,976",4
Coalinga ,CA,"18,974",4
Bellwood,IL,"18,973",4
West St. Paul ,MN,"18,935",4
Birmingham ,MI,"18,932",4
Oregon ,OH,"18,921",4
Altus ,OK,"18,912",4
Rocky River ,OH,"18,900",4
Fort Walton Beach ,FL,"18,880",4
Pleasantville ,NJ,"18,853",4
Selma ,AL,"18,847",4
Evans ,CO,"18,842",4
Nixa ,MO,"18,829",4
Steubenville ,OH,"18,820",4
Cudahy ,WI,"18,809",4
Pinole ,CA,"18,808",4
Moses Lake ,WA,"18,800",4
Greenfield ,IN,"18,787",4
Weirton ,WV,"18,748",4
Brigham City ,UT,"18,709",4
St. Matthews ,KY,"18,709",4
Laurel ,MS,"18,693",4
Alsip,IL,"18,692",4
Sachse ,TX,"18,688",4
Central Falls ,RI,"18,683",4
Logansport ,IN,"18,663",4
Elmwood Park,NJ,"18,634",4
Pinecrest,FL,"18,614",4
Angleton ,TX,"18,613",4
Tullahoma ,TN,"18,579",4
Manchester ,MO,"18,569",4
Baldwin,PA,"18,562",4
Shelbyville ,IN,"18,516",4
Forest Park ,OH,"18,514",4
Ansonia ,CT,"18,503",4
Sand Springs ,OK,"18,489",4
Coralville ,IA,"18,478",4
Homewood,IL,"18,475",4
Painesville ,OH,"18,474",4
Orinda ,CA,"18,445",4
Hinsdale,IL,"18,439",4
Rolla ,MO,"18,438",4
Cortland ,NY,"18,434",4
Mamaroneck,NY,"18,413",4
Palestine ,TX,"18,390",4
McAlester ,OK,"18,388",4
Carlisle,PA,"18,379",4
Universal City ,TX,"18,376",4
New Castle ,IN,"18,339",4
West Chester,PA,"18,315",4
Chambersburg,PA,"18,302",4
Augusta ,ME,"18,282",4
Marshfield ,WI,"18,267",4
Natchitoches ,LA,"18,241",4
Marysville ,OH,"18,212",4
Columbia Heights ,MN,"18,210",4
Bellaire ,TX,"18,197",4
Whitehall ,OH,"18,180",4
Laguna Woods ,CA,"18,170",4
Carrboro,NC,"18,162",4
Newton ,KS,"18,133",4
Saco ,ME,"18,125",4
Covington ,WA,"18,115",4
Ozark ,MO,"18,095",4
Mandan ,ND,"18,091",4
Brookfield,IL,"18,077",4
Windsor,CO,"18,058",4
Clarksdale ,MS,"18,006",4
Hawthorne,NJ,"17,997",4
Montrose ,CO,"17,989",4
Berea ,OH,"17,987",4
Frankfort,IL,"17,981",4
Vincennes ,IN,"17,976",4
Franklin Park,IL,"17,965",4
Trenton ,MI,"17,965",4
Hazel Park ,MI,"17,955",4
Camas ,WA,"17,950",4
Marina ,CA,"17,943",4
Stillwater ,MN,"17,896",4
Bay City ,TX,"17,891",4
Lenoir ,NC,"17,890",4
Dickinson ,TX,"17,886",4
Belton ,TX,"17,876",4
Dover,NJ,"17,860",4
Willmar ,MN,"17,774",4
Colonial Heights ,VA,"17,768",4
Mayfield Heights ,OH,"17,737",4
Mustang ,OK,"17,727",4
Washington ,UT,"17,716",4
Raymore ,MO,"17,703",4
Takoma Park ,MD,"17,701",4
Scarsdale,NY,"17,695",4
Herriman ,UT,"17,689",4
Westminster ,MD,"17,689",4
North Ogden ,UT,"17,682",4
Madison ,MS,"17,681",4
Sycamore ,IL,"17,679",4
Lackawanna ,NY,"17,588",4
New Port Richey ,FL,"17,578",4
South Burlington ,VT,"17,574",4
Springboro ,OH,"17,551",4
Newburyport ,MA,"17,542",4
Amsterdam ,NY,"17,533",4
Pickerington ,OH,"17,531",4
Godfrey,IL,"17,524",4
Wilkinsburg,PA,"17,522",4
Douglas ,AZ,"17,515",4
Converse ,TX,"17,510",4
Dublin ,GA,"17,509",4
Lindenwold,NJ,"17,485",4
Gardner ,KS,"17,462",4
Claremore ,OK,"17,458",4
Rutherford,NJ,"17,454",4
Hannibal ,MO,"17,432",4
Payson ,UT,"17,429",4
Bristol ,VA,"17,424",4
Matteson,IL,"17,420",4
Dixon ,CA,"17,412",4
Twinsburg ,OH,"17,394",4
Albert Lea ,MN,"17,389",4
Marion ,IL,"17,388",4
Massapequa Park,NY,"17,385",4
Pampa ,TX,"17,382",4
Sherwood ,OR,"17,373",4
Forest Lake ,MN,"17,373",4
Kirksville ,MO,"17,368",4
Oswego ,NY,"17,351",4
Tiffin ,OH,"17,347",4
Susanville ,CA,"17,336",4
Golden ,CO,"17,321",4
New Philadelphia ,OH,"17,319",4
Tallmadge ,OH,"17,293",4
Anoka ,MN,"17,289",4
Tifton ,GA,"17,284",4
Broadview Heights ,OH,"17,274",4
Oxford ,MS,"17,265",4
Springfield ,TN,"17,261",4
Ashwaubenon,WI,"17,235",4
Clemmons,NC,"17,234",4
Farmington ,UT,"17,217",4
Sugar Hill ,GA,"17,204",4
Lathrop ,CA,"17,197",4
Sheridan ,WY,"17,197",4
Morganton ,NC,"17,194",4
Erlanger ,KY,"17,188",4
Wayne ,MI,"17,186",4
Arroyo Grande ,CA,"17,180",4
Mattoon ,IL,"17,177",4
Wisconsin Rapids ,WI,"17,164",4
Santa Fe Springs ,CA,"17,159",4
Elko ,NV,"17,156",4
Ocean Springs ,MS,"17,149",4
Avenal ,CA,"17,147",4
Fairhope ,AL,"17,147",4
Simpsonville ,SC,"17,144",4
Ellensburg ,WA,"17,141",4
Dyersburg ,TN,"17,126",4
Poplar Bluff ,MO,"17,096",4
Donna ,TX,"17,094",4
Tukwila ,WA,"17,092",4
Safety Harbor ,FL,"17,089",4
Avon ,OH,"17,086",4
Goodlettsville ,TN,"17,075",4
Laconia ,NH,"17,065",4
Chickasha ,OK,"17,062",4
Monroe ,WA,"17,059",4
Sikeston ,MO,"17,053",4
Moraga,CA,"17,050",4
Perrysburg ,OH,"17,049",4
Arcata ,CA,"17,044",4
Martinsburg ,WV,"17,020",4
Fuquay-Varina,NC,"17,002",4
Vero Beach ,FL,"16,982",4
Dumont,NJ,"16,968",4
Union City ,GA,"16,961",4
Hopkins ,MN,"16,961",4
Talladega ,AL,"16,943",4
North Canton ,OH,"16,925",4
Palos Hills ,IL,"16,924",4
Stephenville ,TX,"16,921",4
Bartow ,FL,"16,919",4
Mill Creek ,WA,"16,907",4
Mineral Wells ,TX,"16,880",4
Creve Coeur ,MO,"16,868",4
Sevierville ,TN,"16,846",4
Beckley ,WV,"16,832",4
Battle Ground ,WA,"16,812",4
Arlington ,WA,"16,810",4
Bonney Lake ,WA,"16,809",4
Anacortes ,WA,"16,798",4
Mount Clemens ,MI,"16,781",4
Onalaska ,WI,"16,778",4
St. Marys ,GA,"16,763",4
Howard,WI,"16,753",4
Round Lake,IL,"16,748",4
Rutland ,VT,"16,742",4
Highland Village ,TX,"16,737",4
Ada ,OK,"16,729",4
Country Club Hills ,IL,"16,723",4
Grandville ,MI,"16,718",4
Rancho Mirage ,CA,"16,714",4
Belle Glade ,FL,"16,681",4
Fremont ,OH,"16,655",4
Fairview Heights ,IL,"16,643",4
La Vista ,NE,"16,643",4
Shively ,KY,"16,641",4
Millbrook ,AL,"16,640",4
Norwalk ,OH,"16,637",4
Menasha ,WI,"16,627",4
Tahlequah ,OK,"16,623",4
Alamo ,TX,"16,608",4
Winchester ,KY,"16,598",4
Murray ,KY,"16,557",4
Asbury Park ,NJ,"16,546",4
El Reno ,OK,"16,545",4
Westbrook ,ME,"16,534",4
Americus ,GA,"16,524",4
Huntington ,IN,"16,521",4
Yorkville ,IL,"16,505",4
Central Point ,OR,"16,503",4
Portland ,TX,"16,490",4
Cocoa ,FL,"16,478",4
Midlothian ,TX,"16,478",4
Gainesville ,TX,"16,452",4
Durant ,OK,"16,450",4
Mesquite ,NV,"16,444",4
Palm Springs,FL,"16,442",4
Clarksburg ,WV,"16,441",4
Erie,CO,"16,432",4
Durango ,CO,"16,416",4
Natchez ,MS,"16,413",4
Roanoke Rapids ,NC,"16,403",4
Gretna ,LA,"16,399",4
Frankfort ,IN,"16,394",4
Bella Vista,AR,"16,388",4
Phoenixville,PA,"16,382",4
Pendleton ,OR,"16,380",4
South Houston ,TX,"16,351",4
Punta Gorda ,FL,"16,343",4
Hermitage ,PA,"16,327",4
Sunny Isles Beach ,FL,"16,317",4
American Canyon ,CA,"16,315",4
Griffith,IN,"16,311",4
Gautier ,MS,"16,306",4
DeBary ,FL,"16,303",4
White Settlement ,TX,"16,301",4
Mount Vernon ,IL,"16,298",4
Suwanee ,GA,"16,277",4
Brunswick ,GA,"16,269",4
Artesia ,CA,"16,244",4
Middleton ,WI,"16,244",4
El Segundo ,CA,"16,217",4
Hibbing ,MN,"16,209",4
Maumelle ,AR,"16,201",4
Easthampton ,MA,"16,195",4
Highland ,UT,"16,189",4
Truckee,CA,"16,185",4
Lemont,IL,"16,176",4
Uvalde ,TX,"16,142",4
Radford ,VA,"16,125",4
Blytheville ,AR,"16,105",4
Farmington ,MO,"16,097",4
Nederland ,TX,"16,096",4
Taylor ,TX,"16,090",4
Clayton ,MO,"16,088",4
Greenwood ,MS,"16,084",4
Hanahan ,SC,"16,065",4
Defiance ,OH,"16,063",4
Saratoga Springs ,UT,"16,053",4
Prospect Heights ,IL,"16,047",4
Aberdeen ,WA,"16,042",4
Morton,IL,"16,039",4
Mount Vernon ,OH,"16,037",4
Dickinson ,ND,"16,035",4
Waterville ,ME,"16,016",4
Madison,NJ,"16,009",4
Albany ,CA,"16,004",4
New Milford,NJ,"15,947",4
Dyer,IN,"15,913",4
Lexington,SC,"15,901",4
Conway ,SC,"15,894",4
Dallas ,OR,"15,892",4
South Ogden ,UT,"15,891",4
Ca_on City ,CO,"15,889",4
Stuart ,FL,"15,858",4
Henderson ,NC,"15,850",4
Floral Park,NY,"15,846",4
Clayton,NC,"15,841",4
North Myrtle Beach ,SC,"15,816",4
North Aurora,IL,"15,812",4
Shafter ,CA,"15,800",4
Newport ,KY,"15,766",4
Fairview Park ,OH,"15,762",4
Hueytown ,AL,"15,751",4
Centerville ,UT,"15,720",4
Westchester,IL,"15,710",4
Centralia ,WA,"15,710",4
Johnston ,IA,"15,691",4
Red Wing ,MN,"15,687",4
South River,NJ,"15,682",4
Coos Bay ,OR,"15,665",4
Canby ,OR,"15,637",4
Marco Island ,FL,"15,634",4
Overland ,MO,"15,632",4
Powder Springs ,GA,"15,614",4
La Palma ,CA,"15,603",4
Jenks ,OK,"15,590",4
West University Place ,TX,"15,583",4
Menomonie ,WI,"15,581",4
Great Bend ,KS,"15,564",4
Laurinburg ,NC,"15,548",4
Lansdale,PA,"15,526",4
Danville ,KY,"15,524",4
Albemarle ,NC,"15,522",4
Shorewood,IL,"15,521",4
Hopatcong,NJ,"15,491",4
Payson,AZ,"15,486",4
Deming ,NM,"15,480",4
Sulphur Springs ,TX,"15,473",4
Eden ,NC,"15,469",4
Greeneville,TN,"15,440",4
Troutdale ,OR,"15,438",4
Kaukauna ,WI,"15,414",4
Moultrie ,GA,"15,409",4
Center Point ,AL,"15,408",4
Lebanon ,IN,"15,400",4
Lebanon ,OR,"15,397",4
Hyattsville ,MD,"15,376",4
Secaucus,NJ,"15,372",4
West Melbourne ,FL,"15,328",4
Depew,NY,"15,307",4
Hermiston ,OR,"15,297",4
Cullman ,AL,"15,295",4
Opa-locka ,FL,"15,287",4
Riverdale ,GA,"15,279",4
St. Michael ,MN,"15,278",4
Brenham ,TX,"15,270",4
Lynn Haven ,FL,"15,254",4
Gatesville ,TX,"15,252",4
Greensburg ,PA,"15,249",4
La Grange,IL,"15,244",4
Clive ,IA,"15,234",4
Montgomery,IL,"15,229",4
Hawaiian Gardens ,CA,"15,229",4
Forest Park,IL,"15,224",4
Forney ,TX,"15,223",4
Greenfield ,CA,"15,222",4
Fort Thomas ,KY,"15,222",4
Batavia ,NY,"15,202",4
Harrison,NJ,"15,201",4
Milton ,GA,"15,156",4
Grosse Pointe Woods ,MI,"15,154",4
Troy ,AL,"15,148",4
Lake Mary ,FL,"15,143",4
Fayetteville ,GA,"15,136",4
Beaver Dam ,WI,"15,133",4
Mercedes ,TX,"15,131",4
Sterling ,IL,"15,124",4
Cahokia,IL,"15,103",4
Alexander City ,AL,"15,080",4
Arvin ,CA,"15,070",4
Westbury,NY,"15,065",4
Rye ,NY,"15,060",4
Fillmore ,CA,"15,053",4
Crawfordsville ,IN,"15,043",4
Newton ,IA,"15,042",4
Clearlake ,CA,"15,040",4
Bryant ,AR,"15,040",4
Dixon ,IL,"15,033",4
Bellevue,WI,"15,031",4
Bridgeton ,MO,"15,028",4
Hanover,PA,"15,025",4
Cohoes ,NY,"15,025",4
Ham Lake ,MN,"15,020",4
Mount Pleasant ,TX,"15,011",4
Kenmore,NY,"15,002",4
Scottsboro ,AL,"14,994",4
Bridgeview,IL,"14,991",4
Paradise Valley,AZ,"14,990",4
Gloversville ,NY,"14,990",4
Covington ,GA,"14,980",4
Bradley,IL,"14,964",4
Addison,TX,"14,964",4
Owosso ,MI,"14,963",4
Ukiah ,CA,"14,956",4
Sunnyside ,WA,"14,949",4
Lady Lake,FL,"14,940",4
New Franklin ,OH,"14,937",4
Maitland ,FL,"14,931",4
Middleburg Heights ,OH,"14,928",4
Vienna,VA,"14,903",4
Fraser ,MI,"14,902",4
Humble ,TX,"14,899",4
Pooler ,GA,"14,875",4
Reidsville ,NC,"14,871",4
Sharon ,PA,"14,869",4
Elkton,MD,"14,842",4
Siloam Springs ,AR,"14,825",4
Tonawanda ,NY,"14,819",4
Calhoun ,GA,"14,807",4
Berkley ,MI,"14,787",4
Scottsbluff ,NE,"14,785",4
Murphy ,TX,"14,779",4
Pineville ,LA,"14,776",4
Waycross ,GA,"14,774",4
Ocean City ,NJ,"14,756",4
Indiana,PA,"14,754",4
Washington ,PA,"14,754",4
Mitchell ,SD,"14,752",4
Johnson City,NY,"14,727",4
Boulder City ,NV,"14,720",4
Allouez,WI,"14,718",4
Ozark ,AL,"14,711",4
North Arlington,NJ,"14,701",4
Lindenhurst,IL,"14,695",4
Oroville ,CA,"14,684",4
Easton,MD,"14,677",4
Grenada ,MS,"14,664",4
Tenafly,NJ,"14,662",4
Panama City Beach ,FL,"14,642",4
Helena ,AL,"14,639",4
Jamestown ,ND,"14,630",4
Jennings ,MO,"14,625",4
Front Royal,VA,"14,616",4
Bay Village ,OH,"14,606",4
Canyon ,TX,"14,602",4
Pacific Grove ,CA,"14,601",4
Ramsey,NJ,"14,595",4
Beacon ,NY,"14,566",4
California City ,CA,"14,556",4
Cibolo ,TX,"14,555",4
Aurora ,OH,"14,548",4
Canton ,IL,"14,545",4
Martinsville ,VA,"14,543",4
Lincoln ,IL,"14,541",4
Graham ,NC,"14,533",4
Phillipsburg,NJ,"14,528",4
Eufaula ,AL,"14,502",4
Hereford ,TX,"14,499",4
Streetsboro ,OH,"14,488",4
Lake Wales ,FL,"14,474",4
Ripon ,CA,"14,473",4
Sunland Park ,NM,"14,453",4
West Park ,FL,"14,432",4
Berea ,KY,"14,431",4
Pottsville ,PA,"14,405",4
Traverse City ,MI,"14,398",4
Groves ,TX,"14,393",4
Washington ,MO,"14,392",4
Jacksonville ,TX,"14,367",4
Indianola ,IA,"14,361",4
Stockbridge ,GA,"14,360",4
Auburndale ,FL,"14,353",4
River Falls ,WI,"14,352",4
Lebanon ,MO,"14,336",4
Beech Grove ,IN,"14,316",4
Marietta ,OH,"14,307",4
Glasgow ,KY,"14,302",4
Whitewater ,WI,"14,291",4
Palmetto ,FL,"14,284",4
Athens ,TN,"14,275",4
Corinth ,MS,"14,253",4
Zachary ,LA,"14,252",4
Highland Park,NJ,"14,245",4
La Marque ,TX,"14,236",4
Greenwood Village ,CO,"14,230",4
Moberly ,MO,"14,227",4
Buffalo ,MN,"14,222",4
Eatontown,NJ,"14,195",4
Oconomowoc ,WI,"14,172",4
Riverdale,IL,"14,163",4
Lake St. Louis ,MO,"14,160",4
Los Lunas,NM,"14,153",4
Highland Park ,MI,"14,153",4
Olean ,NY,"14,149",4
Jasper ,AL,"14,131",4
Vandalia ,OH,"14,124",4
Jasper ,IN,"14,116",4
Tumwater ,WA,"14,100",4
Sault Ste. Marie ,MI,"14,087",4
Hazel Crest,IL,"14,075",4
Winder ,GA,"14,064",4
Fort Payne ,AL,"14,061",4
Thibodaux ,LA,"14,052",4
Channahon,IL,"14,030",4
Red Bluff ,CA,"14,025",4
Aberdeen ,MD,"13,993",4
Greendale,WI,"13,978",4
Dunmore,PA,"13,978",4
Culpeper,VA,"13,977",4
Dickson ,TN,"13,972",4
Elizabethton ,TN,"13,955",4
Norridge,IL,"13,954",4
Moss Point ,MS,"13,951",4
Rio Grande City ,TX,"13,950",4
Boone,NC,"13,945",4
Washington ,IL,"13,942",4
Butler ,PA,"13,933",4
Connersville ,IN,"13,931",4
Crowley ,LA,"13,922",4
Dumas ,TX,"13,916",4
Carthage ,MO,"13,916",4
Sartell ,MN,"13,915",4
West Columbia ,SC,"13,914",4
Katy ,TX,"13,913",4
Hutchinson ,MN,"13,913",4
Callaway ,FL,"13,899",4
Pierre ,SD,"13,899",4
Antioch,IL,"13,892",4
Hartselle ,AL,"13,888",4
Glens Falls ,NY,"13,877",4
Otsego ,MN,"13,874",4
Forest Hill ,TX,"13,858",4
Maumee ,OH,"13,856",4
Wood Dale ,IL,"13,855",4
Altoona ,IA,"13,854",4
Hartford ,WI,"13,853",4
Lyndhurst ,OH,"13,848",4
Las Vegas ,NM,"13,818",4
Collingswood,NJ,"13,817",4
Morris ,IL,"13,812",4
Foley ,AL,"13,807",4
Yankton ,SD,"13,798",4
Streator ,IL,"13,780",4
Cusseta,GA,"13,754",4
Tavares ,FL,"13,746",4
Jackson ,MO,"13,744",4
Willowick ,OH,"13,727",4
Republic ,MO,"13,715",4
North Adams ,MA,"13,711",4
Morrisville,NC,"13,699",4
Brainerd ,MN,"13,691",4
New Haven ,IN,"13,685",4
McComb ,MS,"13,684",4
Circleville ,OH,"13,681",4
New Kensington ,PA,"13,667",4
Gardendale ,AL,"13,665",4
South Daytona ,FL,"13,662",4
Lockhart ,TX,"13,661",4
Kingsland ,GA,"13,659",4
Midlothian,IL,"13,657",4
Zionsville,IN,"13,655",4
Carpinteria ,CA,"13,655",4
Washington Court House ,OH,"13,654",4
Imperial ,CA,"13,648",4
Ammon ,ID,"13,646",4
Middlesex,NJ,"13,644",4
Fergus Falls ,MN,"13,636",4
Warsaw ,IN,"13,627",4
Warrensville Heights ,OH,"13,618",4
Lake Stevens ,WA,"13,599",4
Hutto ,TX,"13,599",4
Palos Verdes Estates ,CA,"13,585",4
Whitefish Bay,WI,"13,584",4
Centralia ,IL,"13,569",4
Hewitt ,TX,"13,561",4
Conyers ,GA,"13,545",4
Bemidji ,MN,"13,541",4
Fairview,NJ,"13,540",4
Robbinsdale ,MN,"13,518",4
Washougal ,WA,"13,509",4
Longwood ,FL,"13,493",4
Richmond ,TX,"13,493",4
Bedford ,IN,"13,486",4
Weston,WI,"13,447",4
North Salt Lake ,UT,"13,446",4
Commerce ,CA,"13,435",4
Wixom ,MI,"13,425",4
Hammonton,NJ,"13,424",4
St. Marys ,PA,"13,409",4
Oldsmar ,FL,"13,401",4
Livingston ,CA,"13,400",4
Moody ,AL,"13,400",4
Whitehall,PA,"13,400",4
McPherson ,KS,"13,396",4
Princeton,NJ,"13,391",4
Monroe ,GA,"13,381",4
Sharonville ,OH,"13,377",4
Newton ,NC,"13,372",4
Chicago Ridge,IL,"13,366",4
Baker ,LA,"13,360",4
Kuna ,ID,"13,354",4
Hickory Hills ,IL,"13,326",4
Hurricane ,UT,"13,321",4
Worthington ,OH,"13,314",4
Oakland,NJ,"13,312",4
Brookhaven ,MS,"13,296",4
Forrest City ,AR,"13,281",4
Parlier ,CA,"13,273",4
McMinnville ,TN,"13,270",4
Mill Valley ,CA,"13,268",4
Hope Mills,NC,"13,262",4
Lake Station ,IN,"13,246",4
Meadville ,PA,"13,233",4
Shorewood,WI,"13,226",4
Orangeburg ,SC,"13,224",4
Auburn ,CA,"13,219",4
Geneva ,NY,"13,216",4
Oneonta ,NY,"13,208",4
Harrison ,AR,"13,200",4
Gaffney ,SC,"13,200",4
Holly Hill ,FL,"13,199",4
Zephyrhills ,FL,"13,152",4
Atlantic Beach ,FL,"13,147",4
Live Oak ,TX,"13,142",4
Hugo ,MN,"13,139",4
Grover Beach ,CA,"13,131",4
Beach Park,IL,"13,119",4
Clermont ,FL,"13,100",4
Metuchen,NJ,"13,098",4
Havre de Grace ,MD,"13,085",4
Ephrata,PA,"13,074",4
Sweetwater ,FL,"13,072",4
New Ulm ,MN,"13,048",4
Horizon City ,TX,"13,043",4
Warrenville ,IL,"13,033",4
Muscle Shoals ,AL,"13,032",4
Miami ,OK,"13,027",4
Auburn ,IN,"13,026",4
Clemson ,SC,"13,012",4
Malibu ,CA,"13,009",4
Fostoria ,OH,"13,000",4
St. John,IN,"12,999",4
Glendale ,WI,"12,992",4
Perry ,GA,"12,990",4
Greenville ,OH,"12,983",4
Wickliffe ,OH,"12,983",4
Claremont ,NH,"12,968",4
Stoughton ,WI,"12,966",4
Bedford ,OH,"12,965",4
Smithfield,NC,"12,965",4
Minden ,LA,"12,962",4
Saraland ,AL,"12,946",4
Kingston,PA,"12,943",4
Fernley ,NV,"12,942",4
Franklin ,OH,"12,941",4
Chippewa Falls ,WI,"12,929",4
Swansea,IL,"12,927",4
Clayton ,OH,"12,906",4
West Monroe ,LA,"12,899",4
Lewisville,NC,"12,878",4
Hayden ,ID,"12,873",4
Mount Dora ,FL,"12,869",4
Brecksville ,OH,"12,851",4
Ottawa ,KS,"12,850",4
Sylacauga ,AL,"12,843",4
Richton Park,IL,"12,842",4
Pell City ,AL,"12,841",4
Villa Rica ,GA,"12,838",4
Solana Beach ,CA,"12,825",4
Powell ,OH,"12,814",4
San Marino ,CA,"12,808",4
Lebanon ,NH,"12,806",4
Roselle Park,NJ,"12,802",4
Sterling ,CO,"12,800",4
Blue Ash ,OH,"12,783",4
Bloomsburg,PA,"12,772",4
Beatrice ,NE,"12,769",4
St. Ann ,MO,"12,766",4
West Carrollton City ,OH,"12,761",4
Babylon,NY,"12,760",4
Eloy ,AZ,"12,750",4
Kerman ,CA,"12,737",4
Madison ,IN,"12,716",4
Fulton ,MO,"12,707",4
Chesterton,IN,"12,705",4
Western Springs,IL,"12,690",4
Englewood ,OH,"12,686",4
Pataskala ,OH,"12,683",4
Beeville ,TX,"12,682",4
La Grande ,OR,"12,682",4
Ringwood,NJ,"12,681",4
Borger ,TX,"12,677",4
Southern Pines,NC,"12,675",4
Bellefontaine ,OH,"12,665",4
Brigantine ,NJ,"12,647",4
Marshall ,MN,"12,647",4
Cayce ,SC,"12,646",4
Happy Valley ,OR,"12,643",4
Williston ,ND,"12,641",4
Somerville,NJ,"12,637",4
Okmulgee ,OK,"12,634",4
Woodhaven ,MI,"12,634",4
Wilton Manors ,FL,"12,616",4
Boone ,IA,"12,614",4
Glen Carbon,IL,"12,607",4
Bogalusa ,LA,"12,607",4
Port Neches ,TX,"12,604",4
Wilmington ,OH,"12,603",4
Speedway,IN,"12,594",4
Mountain Home ,AR,"12,592",4
El Dorado ,KS,"12,591",4
Ionia ,MI,"12,589",4
Harper Woods ,MI,"12,584",4
Destin ,FL,"12,563",4
Miami Springs ,FL,"12,534",4
North Mankato ,MN,"12,530",4
Canton ,MS,"12,520",4
University Heights ,OH,"12,519",4
Soddy-Daisy ,TN,"12,511",4
St. Helens ,OR,"12,510",4
Bexley ,OH,"12,507",4
Vadnais Heights ,MN,"12,506",4
Pewaukee ,WI,"12,494",4
Freeport ,TX,"12,494",4
Effingham ,IL,"12,489",4
Williamsburg ,VA,"12,481",4
Palos Heights ,IL,"12,469",4
Dover ,OH,"12,466",4
New Carrollton ,MD,"12,460",4
Justice,IL,"12,452",4
Levelland ,TX,"12,450",4
Half Moon Bay ,CA,"12,449",4
Somerset ,KY,"12,449",4
Lake Forest Park ,WA,"12,438",4
Lake City ,FL,"12,427",4
South Charleston ,WV,"12,427",4
Mandeville ,LA,"12,421",4
Endicott,NY,"12,411",4
La Grange Park,IL,"12,404",4
St. Augustine ,FL,"12,404",4
Derby ,CT,"12,393",4
Florham Park,NJ,"12,389",4
Mountain Home ,ID,"12,382",4
Winnetka,IL,"12,371",4
Ridgefield Park,NJ,"12,370",4
Crowley ,TX,"12,368",4
Waukee ,IA,"12,367",4
